gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,No,Yes,60,No,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,No,Mailed check,47.23,2860.37,0
Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.86,2687.56,0
Male,1,Yes,Yes,55,Yes,Yes,No,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,19.21,1234.85,1
Male,0,Yes,Yes,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),131.4,1030.73,1
Male,0,No,No,59,No,No phone service,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,56.61,3397.03,0
Female,0,Yes,Yes,20,No,No phone service,DSL,Yes,Yes,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),96.85,2053.88,0
Female,0,Yes,No,69,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),41.71,2917.13,0
Female,0,No,No,31,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),62.26,1857.24,0
Female,0,Yes,No,16,No,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,104.94,1724.51,0
Female,0,No,No,40,No,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,41.2,1720.87,1
Male,1,No,Yes,35,Yes,Yes,No,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),98.02,3423.41,0
Female,1,No,Yes,16,No,No phone service,No,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),10.8,214.74,0
Male,1,No,No,8,No,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.18,560.96,1
Male,0,Yes,Yes,5,No,No phone service,No,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,28.74,165.77,0
Male,1,No,No,13,No,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),64.37,909.23,0
Male,0,No,No,70,No,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),106.4,7470.69,0
Male,0,Yes,No,70,No,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,113.48,7962.54,1
Female,0,No,No,67,No,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),38.3,2553.8,0
Male,0,Yes,Yes,31,No,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,70.16,2172.06,0
Male,0,Yes,No,42,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),28.26,1179.17,1
Male,1,No,Yes,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),121.81,3328.97,1
Male,0,No,Yes,64,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,127.18,8160.68,0
Female,0,No,No,54,No,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,96.29,5242.18,1
Male,0,Yes,Yes,59,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,68.91,4140.14,0
Female,0,No,No,58,No,No phone service,DSL,No,No internet service,No,No,No internet service,Yes,One year,No,Credit card (automatic),111.83,6494.72,0
Male,0,Yes,No,1,No,No phone service,No,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),25.52,0.0,0
Female,0,Yes,Yes,57,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.86,5570.32,1
Female,0,Yes,Yes,62,No,No phone service,DSL,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,97.16,5965.25,1
Male,1,No,Yes,60,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.96,3674.07,0
Female,0,No,Yes,11,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),38.89,488.94,0
Female,1,Yes,No,51,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,80.53,4191.92,0
Female,0,Yes,No,69,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),70.38,4832.61,0
Male,0,Yes,Yes,23,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),78.78,1775.07,1
Male,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,No internet service,No,No,One year,Yes,Credit card (automatic),52.46,1857.76,0
Female,0,No,No,12,No,No phone service,No,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),76.28,880.09,0
Male,0,No,Yes,23,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.66,1329.74,1
Female,0,Yes,Yes,15,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,105.61,1558.97,1
Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),92.19,3947.18,0
Male,0,No,No,19,No,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.68,1014.06,0
Female,0,No,Yes,44,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),88.84,3899.67,0
Male,1,Yes,No,55,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,80.26,4399.84,1
Female,0,Yes,No,4,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,22.89,111.93,1
Male,1,No,No,56,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),55.89,3115.76,0
Female,0,No,No,31,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,119.28,3727.87,1
Female,0,Yes,No,27,No,No phone service,No,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),12.31,289.33,0
Female,0,Yes,Yes,24,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,118.67,2885.41,1
Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),34.82,1209.53,1
Male,0,Yes,No,46,No,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),105.43,4795.21,1
Female,1,No,No,21,No,No phone service,No,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.63,1634.28,0
Male,0,Yes,Yes,28,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),119.98,3409.48,1
Male,0,No,No,62,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.41,4217.38,0
Female,0,Yes,No,45,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),133.78,6048.05,1
Male,0,Yes,Yes,36,No,No phone service,DSL,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.62,1640.43,1
Male,0,No,No,34,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.94,2466.87,0
Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,92.65,1773.34,1
Male,1,Yes,No,20,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),89.77,1770.98,0
Male,0,No,Yes,40,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),55.63,2235.71,1
Male,0,No,No,61,Yes,No,DSL,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),66.05,3977.76,1
Female,1,Yes,Yes,46,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Two year,No,Mailed check,67.07,3072.87,0
Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,80.61,2916.07,1
Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.51,2777.71,0
Male,0,Yes,No,21,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),99.15,2148.55,0
Female,0,Yes,Yes,18,Yes,Yes,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,75.44,1353.07,0
Male,0,No,Yes,61,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,Yes,Electronic check,104.36,6396.56,0
Female,0,No,No,2,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,124.62,224.19,0
Female,0,Yes,Yes,65,No,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.88,4234.6,0
Male,0,No,No,57,Yes,No,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,71.24,4075.1,0
Male,0,Yes,No,60,Yes,Yes,No,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,35.59,2123.85,0
Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,No,Mailed check,28.92,771.12,0
Male,0,No,Yes,61,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),130.46,7877.12,0
Female,0,Yes,No,54,No,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),51.65,2737.87,0
Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),75.46,2436.35,1
Female,1,No,No,51,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,55.75,2838.42,0
Male,1,Yes,No,45,No,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,42.85,1889.03,1
Female,0,Yes,Yes,36,No,No phone service,DSL,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,90.31,3260.27,0
Female,0,Yes,Yes,25,No,No phone service,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.79,1688.23,0
Male,0,Yes,No,13,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),91.39,1192.28,0
Female,0,Yes,Yes,57,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),50.41,2875.93,0
Male,1,Yes,Yes,12,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Electronic check,74.71,927.33,0
Female,1,No,Yes,9,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,54.74,528.31,0
Female,1,No,No,16,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),42.69,636.22,0
Female,1,Yes,Yes,28,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.23,1129.75,0
Male,0,Yes,Yes,44,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,69.18,3059.58,1
Female,0,No,No,2,Yes,No,No,Yes,No internet service,No,No,No,Yes,One year,No,Bank transfer (automatic),91.92,166.81,0
Male,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,56.5,2441.72,0
Female,0,No,Yes,45,Yes,Yes,No,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,51.06,2337.87,0
Male,1,Yes,Yes,30,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,129.05,3962.03,0
Female,1,No,No,21,Yes,Yes,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Mailed check,86.85,1844.54,1
Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),38.04,1159.69,1
Female,0,No,No,5,No,No phone service,No,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),82.57,375.6,1
Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),95.98,4741.0,0
Male,0,No,Yes,52,Yes,No,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,90.85,4752.54,0
Male,0,Yes,Yes,53,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,14.39,707.41,0
Male,0,Yes,No,14,No,No phone service,DSL,No internet service,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),50.32,682.17,0
Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.51,4293.69,1
Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No,Two year,No,Credit card (automatic),99.67,6546.16,0
Male,0,No,Yes,51,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,70.13,3669.63,1
Female,0,Yes,Yes,56,No,No phone service,No,No,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),55.68,3181.98,0
Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),57.48,3256.32,0
Female,1,No,No,6,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,141.39,882.58,1
Female,1,No,No,48,Yes,No,No,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),105.14,5016.55,0
Male,1,Yes,No,37,No,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,140.11,5164.14,0
Male,0,Yes,Yes,45,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),40.55,1808.13,0
Male,0,No,No,33,No,No phone service,No,No,Yes,No internet service,No,Yes,No internet service,One year,No,Mailed check,104.02,3338.41,0
Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),84.44,887.06,0
Male,0,Yes,Yes,11,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),60.69,552.92,0
Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,Two year,No,Mailed check,90.18,1920.17,0
Male,0,Yes,No,30,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),26.11,826.37,0
Male,0,Yes,Yes,26,No,No phone service,DSL,No,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,34.78,851.49,0
Female,0,Yes,No,11,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),104.62,1140.18,1
Female,0,No,Yes,50,Yes,No,DSL,No,Yes,No,No internet service,No,No,One year,No,Electronic check,100.15,4980.34,0
Male,0,No,No,38,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),48.28,1927.87,0
Female,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),82.06,546.85,0
Female,0,Yes,Yes,15,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),46.94,726.99,1
Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),110.56,5406.78,1
Female,0,Yes,No,12,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,One year,No,Electronic check,80.11,1109.94,0
Female,0,Yes,Yes,41,No,No phone service,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,89.34,3688.03,1
Female,0,Yes,No,55,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.13,2069.54,1
Male,0,Yes,No,64,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),112.15,7135.88,0
Female,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.94,3266.03,0
Female,0,No,No,58,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,121.48,7077.74,0
Male,1,Yes,No,67,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,82.56,5460.69,0
Female,0,Yes,No,58,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),52.87,3065.93,1
Female,0,Yes,Yes,55,Yes,No,No,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,79.76,4425.53,0
Female,0,No,Yes,41,No,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),108.45,4401.54,0
